152,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152
152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,57,152
152,-1,-1,-1,-1,103,103,-1,-1,-1,15,-1,-1,-1,-1,124,124,124,124,103,103,152
152,-1,80,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152
152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,0,-1,152
152,-1,-1,-1,103,103,103,103,-1,-1,-1,103,103,103,103,103,124,124,-1,-1,-1,152
152,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152
152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,80,-1,152
152,124,124,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152
152,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,103,103,103,-1,124,124,124,-1,152
152,-1,-1,-1,-1,-1,103,103,103,103,103,103,103,152,152,152,138,138,138,138,138,152
152,103,103,103,103,103,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
